x	y	xlabel	ylabel	val	tenders	orders
89	1	Ilustre Municipalidad De Litueche	Abatte Officity	0		
90	1	Ilustre Municipalidad De Longavi	Abatte Officity	0		
91	1	Ilustre Municipalidad De Los Vilos	Abatte Officity	0		
92	1	Ilustre Municipalidad De Lumaco	Abatte Officity	0		
93	1	Ilustre Municipalidad De Molina 	Abatte Officity	0		
94	1	Ilustre Municipalidad De Mulchen	Abatte Officity	0		
95	1	Ilustre Municipalidad De Nacimiento	Abatte Officity	0		
96	1	Ilustre Municipalidad De Nancagua	Abatte Officity	0		
97	1	Ilustre Municipalidad De Ñuñoa	Abatte Officity	0		
98	1	Ilustre Municipalidad De Osorno	Abatte Officity	0		
99	1	Ilustre Municipalidad De Padre Hurtado	Abatte Officity	0		
100	1	Ilustre Municipalidad De Pelarco	Abatte Officity	0		
101	1	Ilustre Municipalidad De Pemuco	Abatte Officity	0		
102	1	Ilustre Municipalidad De Penco	Abatte Officity	0		
103	1	Ilustre Municipalidad De Peralillo	Abatte Officity	0		
104	1	Ilustre Municipalidad De Pichilemu	Abatte Officity	0		
105	1	Ilustre Municipalidad De Pinto	Abatte Officity	0		
106	1	Ilustre Municipalidad De Puchuncavi	Abatte Officity	0		
107	1	Ilustre Municipalidad De Purén	Abatte Officity	0		
108	1	Ilustre Municipalidad De Quilleco	Abatte Officity	0		
109	1	Ilustre Municipalidad De Quillota	Abatte Officity	0		
110	1	Ilustre Municipalidad De Ranquil	Abatte Officity	0		
111	1	Ilustre Municipalidad De Recoleta	Abatte Officity	0		
112	1	Ilustre Municipalidad De San Fabian	Abatte Officity	0		
113	1	Ilustre Municipalidad De San Felipe	Abatte Officity	0		
114	1	Ilustre Municipalidad De Santa Barbara	Abatte Officity	0		
115	1	Ilustre Municipalidad De Santa Juana	Abatte Officity	0		
116	1	Ilustre Municipalidad De Sierra Gorda	Abatte Officity	0		
117	1	Ilustre Municipalidad De Taltal	Abatte Officity	0		
118	1	Ilustre Municipalidad De Tierra Amarilla	Abatte Officity	0		
119	1	Ilustre Municipalidad De Tirúa	Abatte Officity	0		
120	1	Ilustre Municipalidad De Tolten	Abatte Officity	0		
121	1	Ilustre Municipalidad De Victoria	Abatte Officity	0		
122	1	Ilustre Municipalidad De Vilcún	Abatte Officity	0		
123	1	Ilustre Municipalidad De Zapallar	Abatte Officity	0		
124	1	Ilustre Municipalidad Isla De Maipo	Abatte Officity	0		
125	1	Imunicipalidad De Nueva Imperial	Abatte Officity	0		
126	1	Instituto De Normalización Previsional - Inp	Abatte Officity	0		
127	1	Instituto Nacional De Deportes De Chile	Abatte Officity	0		
128	1	Instituto Nacional Del Torax	Abatte Officity	0		
129	1	Instituto Psiquiátrico Dr. José Horwitz Barak	Abatte Officity	0		
130	1	Intendencia Iii Región, Atacama	Abatte Officity	0		
131	1	Junaeb	Abatte Officity	0		
132	1	Junta Nacional De Jardines Infantiles - Junji	Abatte Officity	0		
133	1	Ministerio De Educación	Abatte Officity	0		
134	1	Ministerio De Obras Publicas Dirección Gral. De Oopp	Abatte Officity	0		
135	1	Ministerio De Salud - Minsal	Abatte Officity	0		
136	1	Ministerio Publico	Abatte Officity	0		
137	1	Mop - Dirección De Vialidad	Abatte Officity	0		
138	1	Municipalidad De Alto Hospicio	Abatte Officity	0		
139	1	Municipalidad De Chiguayante	Abatte Officity	0		
140	1	Municipalidad De Conchalí	Abatte Officity	0		
141	1	Municipalidad De Las Condes	Abatte Officity	0		
142	1	Municipalidad De Lota	Abatte Officity	0		
143	1	Municipalidad De Ovalle	Abatte Officity	0		
144	1	Municipalidad De Padre Las Casas	Abatte Officity	0		
145	1	Municipalidad De Portezuelo	Abatte Officity	0		
146	1	Municipalidad De Pudahuel	Abatte Officity	0		
147	1	Municipalidad De Puerto Montt	Abatte Officity	0		
148	1	Municipalidad De Rio Hurtado	Abatte Officity	0		
149	1	Municipalidad De San Carlos	Abatte Officity	0		
150	1	Municipalidad De Santiago	Abatte Officity	0		
151	1	Municipalidad De Tucapel	Abatte Officity	0		
152	1	Presidencia De La República	Abatte Officity	0		
153	1	Servicio Agrícola Y Ganadero	Abatte Officity	0		
154	1	Servicio De Cooperación Técnica - Sercotec	Abatte Officity	0		
155	1	Servicio De Salud Arica	Abatte Officity	0		
156	1	Servicio De Salud Atacama	Abatte Officity	0		
157	1	Servicio De Salud Bio Bio	Abatte Officity	0		
158	1	Servicio De Salud Chiloé	Abatte Officity	0		
159	1	Servicio De Salud Metropolitano Sur	Abatte Officity	0		
160	1	Servicio De Salud Nuble	Abatte Officity	0		
161	1	Servicio De Salud Ohiggins	Abatte Officity	0		
162	1	Servicio De Salud Osorno	Abatte Officity	0		
163	1	Servicio De Salud Valparaíso San Antonio	Abatte Officity	0		
164	1	Servicio Médico Legal	Abatte Officity	0		
165	1	Servicio Nacional De Capacitación Y Empleo	Abatte Officity	0		
166	1	Servicio Nacional De Menores	Abatte Officity	0		
167	1	Servicio Nacional Para La Prevención Y Rehabilitación Del Consumo De Drogras Y Alcohol	Abatte Officity	0		
168	1	Servicio Salud Aconcagua	Abatte Officity	0		
169	1	Serviu Viii Región	Abatte Officity	0		
170	1	Subsecretaría De Hacienda	Abatte Officity	0		
171	1	Subsecretaría De Prevención Del Delito	Abatte Officity	0		
172	1	Subsecretaría De Previsión Social	Abatte Officity	0		
173	1	Subsecretaría De Transportes	Abatte Officity	0		
174	1	Superintendencia De Salud	Abatte Officity	0		
175	1	Superintendencia Del Medio Ambiente	Abatte Officity	0		
176	1	Universidad De Antofagasta	Abatte Officity	0		
177	1	Universidad De Atacama	Abatte Officity	0		
178	1	Universidad De Chile	Abatte Officity	0		
179	1	Universidad De Los Lagos	Abatte Officity	0		
180	1	Universidad Tecnológica Metropolitana	Abatte Officity	0		
1	2	Armada De Chile	Agencia Decolor	0		
2	2	Carabineros De Chile	Agencia Decolor	0		
3	2	Centro Asistencial Norte De Antofagasta	Agencia Decolor	0		
4	2	Complejo Asistencial Dr. Victor Ríos Ruíz	Agencia Decolor	0		
5	2	Comprador	Agencia Decolor	0		
6	2	Consejo De Defensa Del Estado	Agencia Decolor	0		
7	2	Consejo Nacional De La Cultura Y Las Artes	Agencia Decolor	0		
8	2	Corporacion Administrativa Del Poder Judicial	Agencia Decolor	0		
9	2	Corporación Nacional De Desarrollo Indígena - Conadi	Agencia Decolor	0		
10	2	Corporación Nacional Forestal - Conaf	Agencia Decolor	0		
11	2	Defensoría Penal Pública	Agencia Decolor	0		
12	2	Dirección De Aeropuertos - Moptt	Agencia Decolor	0		
13	2	Dirección De Arquitectura - Mop	Agencia Decolor	0		
14	2	Dirección De Bibliotecas, Archivos Y Museos	Agencia Decolor	0		
15	2	Dirección De Obras Hidráulicas - Moptt	Agencia Decolor	0		
16	2	Dirección De Planeamiento - Moptt	Agencia Decolor	0		
17	2	Dirección Del Trabajo	Agencia Decolor	0		
18	2	Ejército De Chile	Agencia Decolor	0		
19	2	Fondo De Solidaridad E Inversión Social - Fosis	Agencia Decolor	0		
20	2	Fondo Nacional De Salud - Fonasa	Agencia Decolor	0		
21	2	Fuerza Aérea De Chile	Agencia Decolor	0		
22	2	Gendarmería De Chile	Agencia Decolor	0		
23	2	Gobernación Provincial De Huasco	Agencia Decolor	0		
24	2	Gobernación Provincial De Linares	Agencia Decolor	0		
25	2	Gobernación Provincial De Malleco	Agencia Decolor	0		
26	2	Gobernación Provincial De Talca	Agencia Decolor	0		
27	2	Hospital  Lonquimay	Agencia Decolor	0		
28	2	Hospital Angol	Agencia Decolor	0		
29	2	Hospital Carlos Cisternas De Calama	Agencia Decolor	0		
30	2	Hospital Contulmo	Agencia Decolor	0		
31	2	Hospital Curanilahue	Agencia Decolor	0		
32	2	Hospital De Chimbarongo	Agencia Decolor	0		
33	2	Hospital De Purén	Agencia Decolor	0		
34	2	Hospital Dr. Abraham Godoy Peña	Agencia Decolor	0		
35	2	Hospital Dr. Exequiel González Cortes	Agencia Decolor	0		
36	2	Hospital Ovalle	Agencia Decolor	0		
37	2	Hospital Padre Alberto Hurtado	Agencia Decolor	0		
38	2	Hospital Pedro Morales C.	Agencia Decolor	0		
39	2	Hospital Quilpué	Agencia Decolor	0		
40	2	Hospital Regional Rancagua - Hrr	Agencia Decolor	0		
41	2	Hospital Río Bueno	Agencia Decolor	0		
42	2	Hospital Santa Filomena De Graneros	Agencia Decolor	0		
43	2	Hospital Valdivia	Agencia Decolor	0		
44	2	Hospital Vicuña	Agencia Decolor	0		
45	2	I.  Municipalidad Curaco  De Velez	Agencia Decolor	0		
46	2	I. Municipalidad De Chillán	Agencia Decolor	0		
47	2	I. Municipalidad De Coquimbo	Agencia Decolor	0		
48	2	I. Municipalidad De Coronel	Agencia Decolor	0		
49	2	I. Municipalidad De Independencia	Agencia Decolor	0		
50	2	I. Municipalidad De La Pintana	Agencia Decolor	0		
51	2	I. Municipalidad De Puerto Varas	Agencia Decolor	0		
52	2	I. Municipalidad De Talagante	Agencia Decolor	0		
53	2	I. Municipalidad De Talca	Agencia Decolor	0		
54	2	I. Municipalidad Pozo Almonte	Agencia Decolor	0		
55	2	I.Municipalidad De Concepcion	Agencia Decolor	0		
56	2	I.Municipalidad De Concon	Agencia Decolor	0		
57	2	I.Municipalidad De Mostazal	Agencia Decolor	0		
58	2	I.Municipalidad De Viña Del Mar	Agencia Decolor	0		
59	2	Ilustre Municipalidad  De Sagrada Familia	Agencia Decolor	0		
60	2	Ilustre Municipalidad De Angol	Agencia Decolor	0		
61	2	Ilustre Municipalidad De Bulnes	Agencia Decolor	0		
62	2	Ilustre Municipalidad De Cabildo	Agencia Decolor	0		
63	2	Ilustre Municipalidad De Calbuco	Agencia Decolor	0		
64	2	Ilustre Municipalidad De Canela	Agencia Decolor	0		
65	2	Ilustre Municipalidad De Catemu	Agencia Decolor	0		
66	2	Ilustre Municipalidad De Cauquenes	Agencia Decolor	0		
67	2	Ilustre Municipalidad De Cerrillos	Agencia Decolor	0		
68	2	Ilustre Municipalidad De Cobquecura	Agencia Decolor	0		
69	2	Ilustre Municipalidad De Colbún	Agencia Decolor	0		
70	2	Ilustre Municipalidad De Collipulli	Agencia Decolor	0		
71	2	Ilustre Municipalidad De Curanilahue	Agencia Decolor	0		
72	2	Ilustre Municipalidad De Curarrehue	Agencia Decolor	0		
73	2	Ilustre Municipalidad De Diego De Almagro	Agencia Decolor	0		
74	2	Ilustre Municipalidad De El Bosque	Agencia Decolor	0		
75	2	Ilustre Municipalidad De El Carmen	Agencia Decolor	0		
76	2	Ilustre Municipalidad De Ercilla	Agencia Decolor	0		
77	2	Ilustre Municipalidad De Florida	Agencia Decolor	0		
78	2	Ilustre Municipalidad De Freire	Agencia Decolor	0		
79	2	Ilustre Municipalidad De Fresia	Agencia Decolor	0		
80	2	Ilustre Municipalidad De Futaleufu	Agencia Decolor	0		
81	2	Ilustre Municipalidad De Graneros	Agencia Decolor	0		
82	2	Ilustre Municipalidad De Guaitecas	Agencia Decolor	0		
83	2	Ilustre Municipalidad De La Calera	Agencia Decolor	0		
84	2	Ilustre Municipalidad De La Cisterna	Agencia Decolor	0		
85	2	Ilustre Municipalidad De La Granja	Agencia Decolor	0		
86	2	Ilustre Municipalidad De La Serena	Agencia Decolor	0		
87	2	Ilustre Municipalidad De Lanco	Agencia Decolor	0		
88	2	Ilustre Municipalidad De Linares	Agencia Decolor	0		
89	2	Ilustre Municipalidad De Litueche	Agencia Decolor	0		
90	2	Ilustre Municipalidad De Longavi	Agencia Decolor	0		
91	2	Ilustre Municipalidad De Los Vilos	Agencia Decolor	0		
92	2	Ilustre Municipalidad De Lumaco	Agencia Decolor	0		
93	2	Ilustre Municipalidad De Molina 	Agencia Decolor	0		
94	2	Ilustre Municipalidad De Mulchen	Agencia Decolor	0		
95	2	Ilustre Municipalidad De Nacimiento	Agencia Decolor	0		
96	2	Ilustre Municipalidad De Nancagua	Agencia Decolor	0		
97	2	Ilustre Municipalidad De Ñuñoa	Agencia Decolor	0		
98	2	Ilustre Municipalidad De Osorno	Agencia Decolor	0		
99	2	Ilustre Municipalidad De Padre Hurtado	Agencia Decolor	0		
100	2	Ilustre Municipalidad De Pelarco	Agencia Decolor	0		
101	2	Ilustre Municipalidad De Pemuco	Agencia Decolor	0		
102	2	Ilustre Municipalidad De Penco	Agencia Decolor	0		
103	2	Ilustre Municipalidad De Peralillo	Agencia Decolor	0		
104	2	Ilustre Municipalidad De Pichilemu	Agencia Decolor	0		
105	2	Ilustre Municipalidad De Pinto	Agencia Decolor	0		
106	2	Ilustre Municipalidad De Puchuncavi	Agencia Decolor	0		
107	2	Ilustre Municipalidad De Purén	Agencia Decolor	0		
108	2	Ilustre Municipalidad De Quilleco	Agencia Decolor	0		
109	2	Ilustre Municipalidad De Quillota	Agencia Decolor	0		
110	2	Ilustre Municipalidad De Ranquil	Agencia Decolor	0		
111	2	Ilustre Municipalidad De Recoleta	Agencia Decolor	0		
112	2	Ilustre Municipalidad De San Fabian	Agencia Decolor	0		
113	2	Ilustre Municipalidad De San Felipe	Agencia Decolor	0		
114	2	Ilustre Municipalidad De Santa Barbara	Agencia Decolor	0		
115	2	Ilustre Municipalidad De Santa Juana	Agencia Decolor	0		
116	2	Ilustre Municipalidad De Sierra Gorda	Agencia Decolor	0		
117	2	Ilustre Municipalidad De Taltal	Agencia Decolor	0		
118	2	Ilustre Municipalidad De Tierra Amarilla	Agencia Decolor	0		
119	2	Ilustre Municipalidad De Tirúa	Agencia Decolor	0		
120	2	Ilustre Municipalidad De Tolten	Agencia Decolor	0		
121	2	Ilustre Municipalidad De Victoria	Agencia Decolor	0		
122	2	Ilustre Municipalidad De Vilcún	Agencia Decolor	0		
123	2	Ilustre Municipalidad De Zapallar	Agencia Decolor	0		
124	2	Ilustre Municipalidad Isla De Maipo	Agencia Decolor	0		
125	2	Imunicipalidad De Nueva Imperial	Agencia Decolor	0		
126	2	Instituto De Normalización Previsional - Inp	Agencia Decolor	0		
127	2	Instituto Nacional De Deportes De Chile	Agencia Decolor	0		
128	2	Instituto Nacional Del Torax	Agencia Decolor	0		
129	2	Instituto Psiquiátrico Dr. José Horwitz Barak	Agencia Decolor	0		
130	2	Intendencia Iii Región, Atacama	Agencia Decolor	0		
131	2	Junaeb	Agencia Decolor	0		
132	2	Junta Nacional De Jardines Infantiles - Junji	Agencia Decolor	0		
133	2	Ministerio De Educación	Agencia Decolor	0		
134	2	Ministerio De Obras Publicas Dirección Gral. De Oopp	Agencia Decolor	0		
135	2	Ministerio De Salud - Minsal	Agencia Decolor	0		
136	2	Ministerio Publico	Agencia Decolor	0		
137	2	Mop - Dirección De Vialidad	Agencia Decolor	0		
138	2	Municipalidad De Alto Hospicio	Agencia Decolor	0		
139	2	Municipalidad De Chiguayante	Agencia Decolor	0		
140	2	Municipalidad De Conchalí	Agencia Decolor	0		
141	2	Municipalidad De Las Condes	Agencia Decolor	0		
142	2	Municipalidad De Lota	Agencia Decolor	0		
143	2	Municipalidad De Ovalle	Agencia Decolor	0		
144	2	Municipalidad De Padre Las Casas	Agencia Decolor	0		
145	2	Municipalidad De Portezuelo	Agencia Decolor	0		
146	2	Municipalidad De Pudahuel	Agencia Decolor	0		
147	2	Municipalidad De Puerto Montt	Agencia Decolor	0		
148	2	Municipalidad De Rio Hurtado	Agencia Decolor	0		
149	2	Municipalidad De San Carlos	Agencia Decolor	0		
150	2	Municipalidad De Santiago	Agencia Decolor	0		
151	2	Municipalidad De Tucapel	Agencia Decolor	0		
152	2	Presidencia De La República	Agencia Decolor	0		
153	2	Servicio Agrícola Y Ganadero	Agencia Decolor	0		
154	2	Servicio De Cooperación Técnica - Sercotec	Agencia Decolor	0		
155	2	Servicio De Salud Arica	Agencia Decolor	0		
156	2	Servicio De Salud Atacama	Agencia Decolor	0		
157	2	Servicio De Salud Bio Bio	Agencia Decolor	0		
158	2	Servicio De Salud Chiloé	Agencia Decolor	0		
159	2	Servicio De Salud Metropolitano Sur	Agencia Decolor	0		
160	2	Servicio De Salud Nuble	Agencia Decolor	0		
161	2	Servicio De Salud Ohiggins	Agencia Decolor	0		
162	2	Servicio De Salud Osorno	Agencia Decolor	0		
163	2	Servicio De Salud Valparaíso San Antonio	Agencia Decolor	0		
164	2	Servicio Médico Legal	Agencia Decolor	0		
165	2	Servicio Nacional De Capacitación Y Empleo	Agencia Decolor	0		
166	2	Servicio Nacional De Menores	Agencia Decolor	0		
167	2	Servicio Nacional Para La Prevención Y Rehabilitación Del Consumo De Drogras Y Alcohol	Agencia Decolor	0		
168	2	Servicio Salud Aconcagua	Agencia Decolor	0		
169	2	Serviu Viii Región	Agencia Decolor	0		
170	2	Subsecretaría De Hacienda	Agencia Decolor	0		
171	2	Subsecretaría De Prevención Del Delito	Agencia Decolor	0		
172	2	Subsecretaría De Previsión Social	Agencia Decolor	0		
173	2	Subsecretaría De Transportes	Agencia Decolor	0		
174	2	Superintendencia De Salud	Agencia Decolor	0		
175	2	Superintendencia Del Medio Ambiente	Agencia Decolor	0		
176	2	Universidad De Antofagasta	Agencia Decolor	0		
177	2	Universidad De Atacama	Agencia Decolor	0		
178	2	Universidad De Chile	Agencia Decolor	0		
179	2	Universidad De Los Lagos	Agencia Decolor	1450		5413-1789-SE14
180	2	Universidad Tecnológica Metropolitana	Agencia Decolor	0		
1	3	Armada De Chile	Alicia Aida Salas Fernandez	0		
2	3	Carabineros De Chile	Alicia Aida Salas Fernandez	0		
3	3	Centro Asistencial Norte De Antofagasta	Alicia Aida Salas Fernandez	0		
4	3	Complejo Asistencial Dr. Victor Ríos Ruíz	Alicia Aida Salas Fernandez	0		
5	3	Comprador	Alicia Aida Salas Fernandez	0		
6	3	Consejo De Defensa Del Estado	Alicia Aida Salas Fernandez	0		
7	3	Consejo Nacional De La Cultura Y Las Artes	Alicia Aida Salas Fernandez	0		
8	3	Corporacion Administrativa Del Poder Judicial	Alicia Aida Salas Fernandez	0		
9	3	Corporación Nacional De Desarrollo Indígena - Conadi	Alicia Aida Salas Fernandez	0		
10	3	Corporación Nacional Forestal - Conaf	Alicia Aida Salas Fernandez	0		
11	3	Defensoría Penal Pública	Alicia Aida Salas Fernandez	0		
12	3	Dirección De Aeropuertos - Moptt	Alicia Aida Salas Fernandez	0		
13	3	Dirección De Arquitectura - Mop	Alicia Aida Salas Fernandez	0		
14	3	Dirección De Bibliotecas, Archivos Y Museos	Alicia Aida Salas Fernandez	0		
15	3	Dirección De Obras Hidráulicas - Moptt	Alicia Aida Salas Fernandez	0		
16	3	Dirección De Planeamiento - Moptt	Alicia Aida Salas Fernandez	0		
17	3	Dirección Del Trabajo	Alicia Aida Salas Fernandez	0		
18	3	Ejército De Chile	Alicia Aida Salas Fernandez	0		
19	3	Fondo De Solidaridad E Inversión Social - Fosis	Alicia Aida Salas Fernandez	0		
20	3	Fondo Nacional De Salud - Fonasa	Alicia Aida Salas Fernandez	0		
21	3	Fuerza Aérea De Chile	Alicia Aida Salas Fernandez	0		
22	3	Gendarmería De Chile	Alicia Aida Salas Fernandez	0		
23	3	Gobernación Provincial De Huasco	Alicia Aida Salas Fernandez	0		
24	3	Gobernación Provincial De Linares	Alicia Aida Salas Fernandez	0		
25	3	Gobernación Provincial De Malleco	Alicia Aida Salas Fernandez	0		
26	3	Gobernación Provincial De Talca	Alicia Aida Salas Fernandez	0		
27	3	Hospital  Lonquimay	Alicia Aida Salas Fernandez	0		
28	3	Hospital Angol	Alicia Aida Salas Fernandez	0		
29	3	Hospital Carlos Cisternas De Calama	Alicia Aida Salas Fernandez	0		
30	3	Hospital Contulmo	Alicia Aida Salas Fernandez	0		
31	3	Hospital Curanilahue	Alicia Aida Salas Fernandez	0		
32	3	Hospital De Chimbarongo	Alicia Aida Salas Fernandez	0		
33	3	Hospital De Purén	Alicia Aida Salas Fernandez	0		
34	3	Hospital Dr. Abraham Godoy Peña	Alicia Aida Salas Fernandez	0		
35	3	Hospital Dr. Exequiel González Cortes	Alicia Aida Salas Fernandez	0		
36	3	Hospital Ovalle	Alicia Aida Salas Fernandez	0		
37	3	Hospital Padre Alberto Hurtado	Alicia Aida Salas Fernandez	0		
38	3	Hospital Pedro Morales C.	Alicia Aida Salas Fernandez	0		
39	3	Hospital Quilpué	Alicia Aida Salas Fernandez	0		
40	3	Hospital Regional Rancagua - Hrr	Alicia Aida Salas Fernandez	0		
41	3	Hospital Río Bueno	Alicia Aida Salas Fernandez	0		
42	3	Hospital Santa Filomena De Graneros	Alicia Aida Salas Fernandez	0		
43	3	Hospital Valdivia	Alicia Aida Salas Fernandez	0		
44	3	Hospital Vicuña	Alicia Aida Salas Fernandez	0		
45	3	I.  Municipalidad Curaco  De Velez	Alicia Aida Salas Fernandez	0		
46	3	I. Municipalidad De Chillán	Alicia Aida Salas Fernandez	0		
47	3	I. Municipalidad De Coquimbo	Alicia Aida Salas Fernandez	0		
48	3	I. Municipalidad De Coronel	Alicia Aida Salas Fernandez	0		
49	3	I. Municipalidad De Independencia	Alicia Aida Salas Fernandez	0		
50	3	I. Municipalidad De La Pintana	Alicia Aida Salas Fernandez	0		
51	3	I. Municipalidad De Puerto Varas	Alicia Aida Salas Fernandez	0		
52	3	I. Municipalidad De Talagante	Alicia Aida Salas Fernandez	0		
53	3	I. Municipalidad De Talca	Alicia Aida Salas Fernandez	0		
54	3	I. Municipalidad Pozo Almonte	Alicia Aida Salas Fernandez	0		
55	3	I.Municipalidad De Concepcion	Alicia Aida Salas Fernandez	0		
56	3	I.Municipalidad De Concon	Alicia Aida Salas Fernandez	0		
57	3	I.Municipalidad De Mostazal	Alicia Aida Salas Fernandez	0		
58	3	I.Municipalidad De Viña Del Mar	Alicia Aida Salas Fernandez	0		
59	3	Ilustre Municipalidad  De Sagrada Familia	Alicia Aida Salas Fernandez	0		
60	3	Ilustre Municipalidad De Angol	Alicia Aida Salas Fernandez	0		
61	3	Ilustre Municipalidad De Bulnes	Alicia Aida Salas Fernandez	0		
62	3	Ilustre Municipalidad De Cabildo	Alicia Aida Salas Fernandez	0		
63	3	Ilustre Municipalidad De Calbuco	Alicia Aida Salas Fernandez	0		
64	3	Ilustre Municipalidad De Canela	Alicia Aida Salas Fernandez	0		
65	3	Ilustre Municipalidad De Catemu	Alicia Aida Salas Fernandez	0		
